"","file_handles","avg_received_size","min_request_size","max_request_size","avg_distance","pattern_description"
"295704",1,256,256,256,40968.2578125,"SS"
"295705",1,256,256,256,34457.59765625,"SS"
"295706",1,256,256,256,32921.59765625,"SS"
"296109",1,32,32,32,31804.8203125,"SS"
"296110",1,32,32,32,32787.8359375,"SS"
"296111",1,32,32,32,33580.40234375,"SS"
"296112",1,32,32,32,34638.35546875,"SS"
"296113",1,32,32,32,35969.25,"SS"
"296114",1,32,32,32,34756.1015625,"SS"
"296115",1,32,32,32,33803.19140625,"SS"
"296116",1,32,32,32,34004.9375,"SS"
"296117",1,32,32,32,33508.0078125,"SS"
"296118",1,32,32,32,33654.5234375,"SS"
"296119",1,32,32,32,34526.34765625,"SS"
"296120",1,32,32,32,36461.12109375,"SS"
"296121",1,32,32,32,38698.2421875,"SS"
"296122",1,32,32,32,36607.40625,"SS"
"296123",1,32,32,32,37686.11328125,"SS"
"296124",1,32,32,32,37994.78515625,"SS"
"296125",1,32,32,32,39560.7109375,"SS"
"296126",1,32,32,32,39742.1796875,"SS"
"296127",1,32,32,32,41037.70703125,"SS"
"296128",1,32,32,32,38758.1640625,"SS"
"296129",1,32,32,32,39650.7421875,"SS"
"296130",1,32,32,32,39445.9609375,"SS"
"296131",1,32,32,32,38937.7890625,"SS"
"296132",1,32,32,32,37606.765625,"SS"
"296133",1,32,32,32,40356.44140625,"SS"
"296134",1,32,32,32,40967.12109375,"SS"
"296135",1,32,32,32,41525.3046875,"SS"
"296136",1,32,32,32,42681.18359375,"SS"
"296137",1,32,32,32,42782.4453125,"SS"
"296138",1,32,32,32,42747.9765625,"SS"
"296139",1,32,32,32,40026.234375,"SS"
"296140",1,32,32,32,43401.0234375,"SS"
"296141",1,32,32,32,43958.8515625,"SS"
"296142",1,32,32,32,43904.08203125,"SS"
"296143",1,32,32,32,42135.41796875,"SS"
"296144",1,32,32,32,43524.95703125,"SS"
"296145",1,32,32,32,44209.84375,"SS"
"296146",1,32,32,32,44646.1171875,"SS"
"296147",1,32,32,32,43957.2578125,"SS"
"296148",1,32,32,32,45177.01171875,"SS"
"296422",1,32,32,32,64801.71875,"SS"
"296423",1,32,32,32,61022.91015625,"SS"
"296424",1,32,32,32,59112.08203125,"SS"
"296425",1,32,32,32,56805.9765625,"SS"
"296426",1,32,32,32,61715.8046875,"SS"
"296427",1,32,32,32,61326.8671875,"SS"
"296428",1,32,32,32,62479.84765625,"SS"
"296429",1,32,32,32,66359.96875,"SS"
"296430",1,32,32,32,59460.37109375,"SS"
"296431",1,32,32,32,54622.11328125,"SS"
"296432",1,32,32,32,62041.85546875,"SS"
"296433",1,32,32,32,62527.74609375,"SS"
"296434",1,32,32,32,62425.21875,"SS"
"296435",1,32,32,32,63011.2265625,"SS"
"296436",1,32,32,32,61730.31640625,"SS"
"296437",1,32,32,32,59333.31640625,"SS"
"296438",1,32,32,32,64723.15625,"SS"
"296439",1,32,32,32,61275.6875,"SS"
"296440",1,32,32,32,60916.30078125,"SS"
"296441",1,32,32,32,67092.7421875,"SS"
"296442",1,32,32,32,61097.34765625,"SS"
"296443",1,32,32,32,61729.6015625,"SS"
"296444",1,32,32,32,57494.69140625,"SS"
"296445",1,32,32,32,64149.984375,"SS"
"296446",1,32,32,32,64066.66015625,"SS"
"296447",1,32,32,32,64286.26171875,"SS"
"296448",1,32,32,32,62414.2890625,"SS"
"296449",1,32,32,32,66704.6875,"SS"
"296450",1,32,32,32,62607.4921875,"SS"
"296451",1,32,32,32,60847.35546875,"SS"
"296452",1,32,32,32,58669.63671875,"SS"
"296453",1,32,32,32,66648.25,"SS"
"296454",1,32,32,32,55684.86328125,"SS"
"296455",1,32,32,32,61125.55859375,"SS"
"296456",1,32,32,32,64633.08984375,"SS"
"296457",1,32,32,32,59549.3046875,"SS"
"296458",1,32,32,32,62530.4765625,"SS"
"296459",1,32,32,32,58712.43359375,"SS"
"296460",1,32,32,32,65778.2734375,"SS"
"296461",1,32,32,32,65815.34375,"SS"
"296765",256,32,32,32,0,"FP"
"296766",256,32,32,32,0,"FP"
"296767",256,32,32,32,0,"FP"
"296768",256,32,32,32,0,"FP"
"296769",256,32,32,32,0,"FP"
"296770",256,32,32,32,0,"FP"
"296771",256,32,32,32,0,"FP"
"296772",256,32,32,32,0,"FP"
"296773",256,32,32,32,0,"FP"
"296774",256,32,32,32,0,"FP"
"296775",256,32,32,32,0,"FP"
"296776",256,32,32,32,0,"FP"
"296777",256,32,32,32,0,"FP"
"296778",256,32,32,32,0,"FP"
"296779",256,32,32,32,0,"FP"
"296780",256,32,32,32,0,"FP"
"296781",256,32,32,32,0,"FP"
"296782",256,32,32,32,0,"FP"
"296783",256,32,0,32,0,"FP"
"296784",256,32,32,32,0,"FP"
"296785",256,32,32,32,0,"FP"
"296786",256,32,32,32,0,"FP"
"296787",256,32,32,32,0,"FP"
"296788",256,32,32,32,0,"FP"
"296789",256,32,32,32,0,"FP"
"296790",256,32,32,32,0,"FP"
"296791",256,32,32,32,0,"FP"
"296792",256,32,32,32,0,"FP"
"296793",256,32,32,32,0,"FP"
"296794",256,32,32,32,0,"FP"
"296795",256,32,32,32,0,"FP"
"296796",256,32,32,32,0,"FP"
"296797",256,32,32,32,0,"FP"
"296798",256,32,32,32,0,"FP"
"296799",256,32,32,32,0,"FP"
"296800",256,32,32,32,0,"FP"
"296801",256,32,32,32,0,"FP"
"296802",256,32,32,32,0,"FP"
"296803",256,32,32,32,0,"FP"
"297604",256,0,0,32,0,"FP"
"297605",256,0,0,32,0,"FP"
"297606",256,0,0,32,0,"FP"
"297607",256,0,0,32,0,"FP"
"297608",256,0,0,32,0,"FP"
"297609",256,0,0,32,0,"FP"
"297610",256,32,0,32,0,"FP"
"297611",256,0,0,32,0,"FP"
"297612",256,0,0,32,0,"FP"
"297613",256,0,0,32,0,"FP"
"297614",256,0,0,32,0,"FP"
"297615",256,0,0,32,0,"FP"
"297616",256,0,0,32,0,"FP"
"297617",256,0,0,32,0,"FP"
"297618",256,0,0,32,0,"FP"
"297619",256,0,0,32,0,"FP"
"297620",256,0,0,32,0,"FP"
"297621",127,32,32,32,0,"FP"
"297622",216,0,0,32,0,"FP"
"297623",256,0,0,32,0,"FP"
"297624",256,0,0,32,0,"FP"
"297625",256,0,0,32,0,"FP"
"297626",256,0,0,32,0,"FP"
"297627",256,0,0,32,0,"FP"
"297629",256,0,0,32,0,"FP"
"297630",256,0,0,32,0,"FP"
"297632",256,0,0,32,0,"FP"
"297634",256,0,0,32,0,"FP"
"297635",256,0,0,32,0,"FP"
"297636",256,0,0,32,0,"FP"
"297637",256,0,0,32,0,"FP"
"297638",256,0,0,32,0,"FP"
"297639",256,32,0,32,0,"FP"
"297640",256,0,0,32,0,"FP"
"297641",256,0,0,32,0,"FP"
"297642",256,0,0,32,0,"FP"
"298509",1,256,256,256,1429613.5,"SC"
"298510",1,256,256,256,1302163.125,"SC"
"298511",1,256,256,256,1459230.125,"SC"
"298512",1,256,256,256,1429570.875,"SC"
"298513",1,256,256,256,1428554,"SC"
"298514",1,256,256,256,1455201.25,"SC"
"298515",1,256,256,256,1373957.5,"SC"
"298516",1,256,256,256,1667057.375,"SC"
"298517",1,256,256,256,1347651.875,"SC"
"298518",1,256,256,256,1388391.625,"SC"
"298519",1,256,256,256,1412088.875,"SC"
"298520",1,256,256,256,1377661.125,"SC"
"298521",1,256,256,256,1447532.875,"SC"
"298522",1,256,256,256,1515830.375,"SC"
"298523",1,256,256,256,1592967.75,"SC"
"298524",1,256,256,256,1707016.75,"SC"
"298525",1,256,256,256,1803616.625,"SC"
"298526",1,256,256,256,1656378.25,"SC"
"298527",1,256,256,256,1544180.75,"SC"
"298528",1,256,256,256,1800180.875,"SC"
"298529",1,256,256,256,1468781.625,"SC"
"298530",1,256,256,256,1465605.375,"SC"
"298531",1,256,256,256,1384319.875,"SC"
"298532",1,256,256,256,1502088.5,"SC"
"298533",1,256,256,256,1178311.5,"SC"
"298534",1,256,256,256,1269507.625,"SC"
"298535",1,256,256,256,1491787.625,"SC"
"298536",1,256,256,256,1565650.5,"SC"
"298537",1,256,256,256,1442198,"SC"
"298538",1,256,256,256,1481532.625,"SC"
"298539",1,256,256,256,1293891.75,"SC"
"298540",1,256,256,256,1403227.5,"SC"
"298541",1,256,256,256,1263748.375,"SC"
"298542",1,256,256,256,1484133.375,"SC"
"298543",1,256,256,256,1462098.5,"SC"
"298544",1,256,256,256,1366132.125,"SC"
"298545",1,256,256,256,1437082.125,"SC"
"298546",1,256,256,256,1353959.25,"SC"
"298547",1,256,256,256,1507527.5,"SC"
"298548",1,256,256,256,1441034,"SC"
"298860",1,256,256,256,1184144.75,"SC"
"298861",1,256,256,256,1309623,"SC"
"298862",1,256,256,256,1404540.375,"SC"
"298863",1,256,256,256,1347920.625,"SC"
"298864",1,256,256,256,1279798.875,"SC"
"298865",1,256,256,256,1446568.125,"SC"
"298866",1,256,256,256,1301523.125,"SC"
"298867",1,256,256,256,1943415.625,"SC"
"298868",1,256,256,256,1327303.875,"SC"
"298869",1,256,256,256,1418982.25,"SC"
"298870",1,256,256,256,1481164.75,"SC"
"298871",1,256,256,256,1063335.375,"SC"
"298872",1,256,256,256,1244391.375,"SC"
"298873",1,256,256,256,1166910.125,"SC"
"298874",1,256,256,256,1669387.625,"SC"
"298875",1,256,256,256,1280298.5,"SC"
"298876",1,256,256,256,1310362.5,"SC"
"298877",1,256,256,256,1247629.5,"SC"
"298878",1,256,256,256,1175291.375,"SC"
"298879",1,256,256,256,0,"SC"
"298880",1,256,256,256,1190103,"SC"
"298881",1,256,256,256,1316967.75,"SC"
"298882",1,256,256,256,1581612.125,"SC"
"298883",1,256,256,256,1391189.125,"SC"
"298884",1,256,256,256,1568131,"SC"
"298885",1,256,256,256,1539262.625,"SC"
"298886",1,256,256,256,1442504.875,"SC"
"298887",1,256,256,256,1526129.125,"SC"
"298888",1,256,256,256,1361376.5,"SC"
"298889",1,256,256,256,1471104,"SC"
"298890",1,256,256,256,1548498.875,"SC"
"298891",1,256,256,256,1218973,"SC"
"298892",1,256,256,256,1296454.625,"SC"
"298893",1,256,256,256,1517261.125,"SC"
"298894",1,256,256,256,1182542.125,"SC"
"298895",1,256,256,256,1546482.875,"SC"
"298896",1,256,256,256,1429919.125,"SC"
"298897",1,256,256,256,1632152,"SC"
"298898",1,256,256,256,1127916.375,"SC"
"298899",1,256,256,256,1235176.375,"SC"
"299310",1,256,256,256,1478201.75,"SC"
"299311",1,256,256,256,1199178.125,"SC"
"299312",1,256,256,256,1548885.375,"SC"
"299313",1,256,256,256,1363319.375,"SC"
"299314",1,256,256,256,1598612.625,"SC"
"299315",1,256,256,256,1236141.375,"SC"
"299316",1,256,256,256,1090013.875,"SC"
"299317",1,256,256,256,1621885.375,"SC"
"299318",1,256,256,256,1406852,"SC"
"299319",1,256,256,256,1285797.25,"SC"
"299320",1,256,256,256,1597159.125,"SC"
"299321",1,256,256,256,1489796.25,"SC"
"299322",1,256,256,256,1407918.375,"SC"
"299323",1,256,256,256,1229858.125,"SC"
"299324",1,256,256,256,1192655.875,"SC"
"299325",1,256,256,256,3129088,"SC"
"299326",1,256,256,256,3129600,"SC"
"299327",1,256,256,256,1499526.25,"SC"
"299328",1,256,256,256,1592377.75,"SC"
"299329",1,256,256,256,1570826.875,"SC"
"299330",1,256,256,256,1777416.375,"SC"
"299331",1,256,256,256,1401063.25,"SC"
"299332",1,256,256,256,1538353.125,"SC"
"299333",1,256,256,256,1643450.375,"SC"
"299334",1,256,256,256,1238681.5,"SC"
"299335",1,256,256,256,1503982.875,"SC"
"299336",1,256,256,256,1575993.75,"SC"
"299337",1,256,256,256,1494618.875,"SC"
"299338",1,256,256,256,1414993.125,"SC"
"299339",1,256,256,256,1284270.25,"SC"
"299340",1,256,256,256,1708288,"SC"
"299341",1,256,256,256,1423343.75,"SC"
"299342",1,256,256,256,1661075,"SC"
"299343",1,256,256,256,1713977.875,"SC"
"299344",1,256,256,256,1350860.625,"SC"
"299345",1,256,256,256,1361049.5,"SC"
"299346",1,256,256,256,1266648.5,"SC"
"299347",1,256,256,256,1582286.75,"SC"
"299348",1,256,256,256,1594500.25,"SC"
"299349",1,256,256,256,1467276.5,"SC"
"299909",1,256,256,256,1162086.375,"SC"
"299910",1,256,256,256,1562828.625,"SC"
"299911",1,256,256,256,1385591,"SC"
"299912",1,256,256,256,1171613.5,"SC"
"299913",1,256,256,256,1592339.75,"SC"
"299914",1,256,256,256,1671217.25,"SC"
"299915",1,256,256,256,1485942.25,"SC"
"299916",1,256,256,256,1148096,"SC"
"299917",1,256,256,256,1588489.875,"SC"
"299918",1,256,256,256,1285592.625,"SC"
"299919",1,256,256,256,1328256,"SC"
"299920",1,256,256,256,1349799.125,"SC"
"299921",1,256,256,256,1478744.75,"SC"
"299922",1,256,256,256,1527542.125,"SC"
"299923",1,256,256,256,1477229.75,"SC"
"299924",1,256,256,256,1077729.875,"SC"
"299925",1,256,256,256,1204766,"SC"
"299926",1,256,256,256,1199573.25,"SC"
"299927",1,256,256,256,1112149.375,"SC"
"299930",1,256,256,256,1652516.5,"SC"
"299931",1,256,256,256,1990967.75,"SC"
"299932",1,256,256,256,1854197,"SC"
"299933",1,256,256,256,1789917.875,"SC"
"299934",1,256,256,256,1670671,"SC"
"299935",1,256,256,256,1923887.5,"SC"
"299936",1,256,256,256,1514439.125,"SC"
"299937",1,256,256,256,1635990.625,"SC"
"299938",1,256,256,256,1217420.375,"SC"
"299939",1,256,256,256,1488344.75,"SC"
"299940",1,256,256,256,1150535.125,"SC"
"299941",1,256,256,256,1410618.375,"SC"
"299942",1,256,256,256,1560475.875,"SC"
"299943",1,256,256,256,1258738.5,"SC"
"299944",1,256,256,256,1099464.25,"SC"
"299945",1,256,256,256,0,"SC"
"299946",1,256,256,256,1410678.125,"SC"
"299947",1,256,256,256,1395022.75,"SC"
"300395",1,256,256,256,1363415.5,"SC"
"300396",1,256,256,256,1296306.5,"SC"
"300397",1,256,256,256,1226731.25,"SC"
"300398",1,256,256,256,1429087.875,"SC"
"300399",1,256,256,256,1411578.75,"SC"
"300400",1,256,256,256,1438463.875,"SC"
"300401",1,256,256,256,1367437.375,"SC"
"300402",1,256,256,256,1517316.5,"SC"
"300403",1,256,256,256,1651893.625,"SC"
"300404",1,256,256,256,1405249.625,"SC"
"300405",1,256,256,256,1509532.875,"SC"
"300406",1,256,256,256,1168685.125,"SC"
"300407",1,256,256,256,1522018.25,"SC"
"300408",1,256,256,256,1502560.25,"SC"
"300409",1,256,256,256,1301263.875,"SC"
"300410",1,256,256,256,1297013,"SC"
"300411",1,256,256,256,1509186,"SC"
"300412",1,256,256,256,1236585.75,"SC"
"300413",1,256,256,256,1254187.25,"SC"
"300414",1,256,256,256,1297117.5,"SC"
"300415",1,256,256,256,1478551.875,"SC"
"300416",1,256,256,256,0,"SC"
"300417",1,256,256,256,1475059.375,"SC"
"300418",1,256,256,256,1259505.625,"SC"
"300419",1,256,256,256,1269691.75,"SC"
"300420",1,256,256,256,1404752.125,"SC"
"300421",1,256,256,256,1183804.875,"SC"
"300422",1,256,256,256,1280266.75,"SC"
"300423",1,256,256,256,1342992.25,"SC"
"300424",1,256,256,256,1439679.25,"SC"
"300425",1,256,256,256,1473040.25,"SC"
"300426",1,256,256,256,1337963.375,"SC"
"300427",1,256,256,256,1131940.875,"SC"
"300428",1,256,256,256,1472642.5,"SC"
"300429",1,256,256,256,1365760.375,"SC"
"300430",1,256,256,256,1358100.25,"SC"
"300431",1,256,256,256,1454578.625,"SC"
"300432",1,256,256,256,1422565.75,"SC"
"300433",1,256,256,256,1289572.5,"SC"
"300434",1,256,256,256,1588429.75,"SC"
"300739",1,256,256,256,1497559.375,"SC"
"300740",1,256,256,256,1250340.625,"SC"
"300741",1,256,256,256,1311636.125,"SC"
"300742",1,256,256,256,1251833.625,"SC"
"300743",1,256,256,256,900940.8125,"SC"
"300744",1,256,256,256,1214456.75,"SC"
"300745",1,256,256,256,1570496,"SC"
"300746",1,256,256,256,1420441.5,"SC"
"300747",1,256,256,256,1319609.625,"SC"
"300748",1,256,256,256,1490141.375,"SC"
"300749",1,256,256,256,1499875.625,"SC"
"300750",1,256,256,256,1511845.625,"SC"
"300751",1,256,256,256,1608469.375,"SC"
"300752",1,256,256,256,963029.375,"SC"
"300753",1,256,256,256,1371554.25,"SC"
"300754",1,256,256,256,1174030.25,"SC"
"300755",1,256,256,256,812003.5,"SC"
"300756",1,256,256,256,1573855.875,"SC"
"300757",1,256,256,256,1276416,"SC"
"300758",1,256,256,256,1530201.5,"SC"
"300759",1,256,256,256,1555897.375,"SC"
"300760",1,256,256,256,1390830.625,"SC"
"300761",1,256,256,256,1568682.625,"SC"
"300762",1,256,256,256,1597984,"SC"
"300763",1,256,256,256,1360882.625,"SC"
"300764",1,256,256,256,1316877.125,"SC"
"300765",1,256,256,256,1487055.25,"SC"
"300766",1,256,256,256,1405836.5,"SC"
"300767",1,256,256,256,1604002.125,"SC"
"300768",1,256,256,256,1393293.25,"SC"
"300769",1,256,256,256,1516507.5,"SC"
"300770",1,256,256,256,1381436.875,"SC"
"300771",1,256,256,256,1646080,"SC"
"300772",1,256,256,256,1181770.375,"SC"
"300773",1,256,256,256,1312144.375,"SC"
"300774",1,256,256,256,1285136.375,"SC"
"300775",1,256,256,256,1388630.875,"SC"
"300776",1,256,256,256,1303969.5,"SC"
"300777",1,256,256,256,1095993.5,"SC"
"300778",1,256,256,256,1399210.625,"SC"
"300992",1,256,256,256,1454807.875,"SC"
"300993",1,256,256,256,1398993,"SC"
"300994",1,256,256,256,1349868.5,"SC"
"300995",1,256,256,256,1368808.5,"SC"
"300996",1,256,256,256,1352752.125,"SC"
"300997",1,256,256,256,1389502.25,"SC"
"300998",1,256,256,256,1421214.875,"SC"
"300999",1,256,256,256,1326447.25,"SC"
"301000",1,256,256,256,1526387.5,"SC"
"301001",1,256,256,256,1359270.875,"SC"
"301002",1,256,256,256,1322182.375,"SC"
"301003",1,256,256,256,1439771.625,"SC"
"301004",1,256,256,256,1398405.875,"SC"
"301005",1,256,256,256,1416390,"SC"
"301006",1,256,256,256,1423250.25,"SC"
"301007",1,256,256,256,1437090,"SC"
"301008",1,256,256,256,1353976.875,"SC"
"301009",1,256,256,256,1323018.25,"SC"
"301010",1,256,256,256,1298021.5,"SC"
"301011",1,256,256,256,1380369.25,"SC"
"301012",1,256,256,256,1448161.75,"SC"
"301013",1,256,256,256,1431968.375,"SC"
"301014",1,256,256,256,1386091.375,"SC"
"301015",1,256,256,256,1413353.5,"SC"
"301016",1,256,256,256,1408390.625,"SC"
"301017",1,256,256,256,1409434.75,"SC"
"301018",1,256,256,256,1382427,"SC"
"301019",1,256,256,256,1431499.625,"SC"
"301020",1,256,256,256,1455412.375,"SC"
"301021",1,256,256,256,1422210.25,"SC"
"301022",1,256,256,256,1334922.25,"SC"
"301023",1,256,256,256,1421469,"SC"
"301024",1,256,256,256,1517413,"SC"
"301025",1,256,256,256,1286580.5,"SC"
"301026",1,256,256,256,1427899.875,"SC"
"301027",1,256,256,256,1478941.375,"SC"
"301028",1,256,256,256,1388380,"SC"
"301029",1,256,256,256,1497780.875,"SC"
"301030",1,256,256,256,1402069,"SC"
"301031",1,256,256,256,1281693.25,"SC"
"301081",1,256,256,256,1273530.375,"SC"
"301082",1,256,256,256,1294967.25,"SC"
"301083",1,256,256,256,1443166.625,"SC"
"301084",1,256,256,256,1422763.75,"SC"
"301085",1,256,256,256,1398796.875,"SC"
"301086",1,256,256,256,1267070.375,"SC"
"301087",1,256,256,256,1307675,"SC"
"301088",1,256,256,256,1408672,"SC"
"301089",1,256,256,256,1340159.75,"SC"
"301090",1,256,256,256,1503736.75,"SC"
"301091",1,256,256,256,1413771.625,"SC"
"301092",1,256,256,256,1347821.25,"SC"
"301093",1,256,256,256,1385458.625,"SC"
"301094",1,256,256,256,1465474.625,"SC"
"301095",1,256,256,256,1387677.25,"SC"
"301096",1,256,256,256,1285295.5,"SC"
"301097",1,256,256,256,1525774.5,"SC"
"301098",1,256,256,256,1371024.125,"SC"
"301099",1,256,256,256,1526952.125,"SC"
"301100",1,256,256,256,1436673.75,"SC"
"301101",1,256,256,256,1531385,"SC"
"301102",1,256,256,256,1391898.5,"SC"
"301103",1,256,256,256,1411187.25,"SC"
"301104",1,256,256,256,1466363.125,"SC"
"301105",1,256,256,256,1713003.875,"SC"
"301106",1,256,256,256,1443862,"SC"
"301107",1,256,256,256,1497508.125,"SC"
"301108",1,256,256,256,1569233.75,"SC"
"301109",1,256,256,256,1457020.75,"SC"
"301110",1,256,256,256,1315679.625,"SC"
"301111",1,256,256,256,1422331.375,"SC"
"301112",1,256,256,256,1432522.125,"SC"
"301113",1,256,256,256,1295455.375,"SC"
"301114",1,256,256,256,1385590.75,"SC"
"301115",1,256,256,256,1354062.375,"SC"
"301116",1,256,256,256,1450341.875,"SC"
"301117",1,256,256,256,1422787.75,"SC"
"301118",1,256,256,256,1462166.75,"SC"
"301119",1,256,256,256,1481336.125,"SC"
"301120",1,256,256,256,1529681,"SC"
"301268",1,256,256,256,1548281.125,"SC"
"301269",1,256,256,256,1495952.125,"SC"
"301270",1,256,256,256,1393961.375,"SC"
"301271",1,256,256,256,1563359.25,"SC"
"301272",1,256,256,256,1349250.375,"SC"
"301273",1,256,256,256,1567300.625,"SC"
"301274",1,256,256,256,1547226.5,"SC"
"301275",1,256,256,256,1370160.375,"SC"
"301276",1,256,256,256,1452930.875,"SC"
"301277",1,256,256,256,1387429.875,"SC"
"301278",1,256,256,256,1477611.875,"SC"
"301279",1,256,256,256,1575264.625,"SC"
"301280",1,256,256,256,1395030.375,"SC"
"301281",1,256,256,256,1368175.5,"SC"
"301282",1,256,256,256,1314530,"SC"
"301283",1,256,256,256,1587375.125,"SC"
"301284",1,256,256,256,1822080,"SC"
"301285",1,256,256,256,1117648,"SC"
"301286",1,256,256,256,0,"SC"
"301287",1,256,256,256,1311463,"SC"
"301288",1,256,256,256,1431176.75,"SC"
"301289",1,256,256,256,1489098.125,"SC"
"301290",1,256,256,256,1445174.875,"SC"
"301291",1,256,256,256,1463224.625,"SC"
"301292",1,256,256,256,1424042.875,"SC"
"301293",1,256,256,256,1345907.5,"SC"
"301294",1,256,256,256,1301221.75,"SC"
"301295",1,256,256,256,1432738.875,"SC"
"301296",1,256,256,256,1449391.875,"SC"
"301297",1,256,256,256,1338083.5,"SC"
"301298",1,256,256,256,1214357,"SC"
"301299",1,256,256,256,1485577.125,"SC"
"301300",1,256,256,256,1458380.75,"SC"
"301301",1,256,256,256,1292586.125,"SC"
"301302",1,256,256,256,1187380.75,"SC"
"301303",1,256,256,256,1316509.25,"SC"
"301304",1,256,256,256,1108623.875,"SC"
"301305",1,256,256,256,1436722.5,"SC"
"301306",1,256,256,256,1226087.75,"SC"
"301307",1,256,256,256,1289376.75,"SC"
"301615",1,256,256,256,1858114.75,"SC"
"301616",1,256,256,256,1690254.625,"SC"
"301617",1,256,256,256,1321762.5,"SC"
"301618",1,256,256,256,1684544,"SC"
"301619",1,256,256,256,1213798.25,"SC"
"301620",1,256,256,256,1210367.75,"SC"
"301621",1,256,256,256,1700207,"SC"
"301622",1,256,256,256,1055277.125,"SC"
"301623",1,256,256,256,1134729.625,"SC"
"301624",1,256,256,256,1053696,"SC"
"301625",1,256,256,256,1387740.375,"SC"
"301626",1,256,256,256,1761243.375,"SC"
"301627",1,256,256,256,1622496,"SC"
"301628",1,256,256,256,1420762,"SC"
"301629",1,256,256,256,1237292.25,"SC"
"301630",1,256,256,256,992784.0625,"SC"
"301631",1,256,256,256,1488872.75,"SC"
"301632",1,256,256,256,319897.59375,"SC"
"301633",1,256,256,256,1077887.875,"SC"
"301634",1,256,256,256,1652949.25,"SC"
"301635",1,256,256,256,1393760.75,"SC"
"301636",1,256,256,256,1474336,"SC"
"301637",1,256,256,256,1520315.75,"SC"
"301638",1,256,256,256,1455981.625,"SC"
"301639",1,256,256,256,1544433,"SC"
"301640",1,256,256,256,1190283.875,"SC"
"301641",1,256,256,256,1362111.875,"SC"
"301642",1,256,256,256,1623040,"SC"
"301643",1,256,256,256,1105856,"SC"
"301644",1,256,256,256,1282854.875,"SC"
"301645",1,256,256,256,1012321.625,"SC"
"301646",1,256,256,256,1298544.75,"SC"
"301647",1,256,256,256,1586192,"SC"
"301648",1,256,256,256,1642330.625,"SC"
"301649",1,256,256,256,1107784.625,"SC"
"301650",1,256,256,256,1248687.875,"SC"
"301651",1,256,256,256,1333851.125,"SC"
"301652",1,256,256,256,1486767,"SC"
"301653",1,256,256,256,1443839.75,"SC"
"301654",1,256,256,256,1314827.75,"SC"
"302075",1,256,256,256,169508.578125,"SS"
"302076",1,256,256,256,435780.25,"SS"
"302077",1,256,256,256,579323.3125,"SS"
"302078",1,256,256,256,559293.1875,"SS"
"302079",1,256,256,256,752786.3125,"SS"
"302080",1,256,256,256,514504.34375,"SS"
"302081",1,256,256,256,487366.25,"SS"
"302082",1,256,256,256,506341.5,"SS"
"302083",1,256,256,256,445338.59375,"SS"
"302084",1,256,256,256,413361.71875,"SS"
"302085",1,256,256,256,434388.125,"SS"
"302086",1,256,256,256,436637.53125,"SS"
"302087",1,256,256,256,465160.46875,"SS"
"302088",1,256,256,256,361037.59375,"SS"
"302089",1,256,256,256,345100.0625,"SS"
"302090",1,256,256,256,266688.03125,"SS"
"302091",1,256,256,256,48920.77734375,"SS"
"302092",1,256,256,256,54645.8359375,"SS"
"302093",1,256,256,256,53819.91796875,"SS"
"302094",1,256,256,256,40447.9921875,"SS"
"302095",1,256,256,256,49817.59765625,"SS"
"302096",1,256,256,256,205047.859375,"SS"
"302097",1,256,256,256,194151.484375,"SS"
"302098",1,256,256,256,257742.96875,"SS"
"302099",1,256,256,256,138256.515625,"SS"
"302100",1,256,256,256,267741.875,"SS"
"302101",1,256,256,256,218599.65625,"SS"
"302102",1,256,256,256,277800.40625,"SS"
"302103",1,256,256,256,216090.953125,"SS"
"302104",1,256,256,256,243720.265625,"SS"
"302105",1,256,256,256,263151.46875,"SS"
"302106",1,256,256,256,253659.453125,"SS"
"302107",1,256,256,256,193677.609375,"SS"
"302108",1,256,256,256,206923.875,"SS"
"302109",1,256,256,256,264373.65625,"SS"
"302110",1,256,256,256,258807.828125,"SS"
"302111",1,256,256,256,259393.515625,"SS"
"302112",1,256,256,256,265579.375,"SS"
"302113",1,256,256,256,284357.5,"SS"
"302646",1,256,256,256,413371.71875,"SS"
"302647",1,256,256,256,501979.4375,"SS"
"302648",1,256,256,256,317902.4375,"SS"
"302649",1,256,256,256,292795.71875,"SS"
"302650",1,256,256,256,313717.15625,"SS"
"302651",1,256,256,256,305408,"SS"
"302652",1,256,256,256,342501.6875,"SS"
"302653",1,256,256,256,177894.40625,"SS"
"302654",1,256,256,256,244402.09375,"SS"
"302655",1,256,256,256,212731.84375,"SS"
"302656",1,256,256,256,145664,"SS"
"302657",1,256,256,256,142911.984375,"SS"
"302658",1,256,256,256,87424,"SS"
"302659",1,256,256,256,57274.18359375,"SS"
"302660",1,256,256,256,49618.82421875,"SS"
"302661",1,256,256,256,47080.72265625,"SS"
"302662",1,256,256,256,114149.515625,"SS"
"302663",1,256,256,256,107866.34375,"SS"
"302664",1,256,256,256,55808.00390625,"SS"
"302665",1,256,256,256,106902.5859375,"SS"
"302666",1,256,256,256,141824,"SS"
"302667",1,256,256,256,145636.3125,"SS"
"302668",1,256,256,256,227608.375,"SS"
"302669",1,256,256,256,222183.609375,"SS"
"302670",1,256,256,256,268109.90625,"SS"
"302671",1,256,256,256,203110.40625,"SS"
"302672",1,256,256,256,179063.484375,"SS"
"302673",1,256,256,256,238131.203125,"SS"
"302674",1,256,256,256,745760.625,"SS"
