"","file_handles","avg_received_size","min_request_size","max_request_size","avg_distance","pattern_description"
"94350",64,0,0,256,0,"FP"
"94351",64,0,0,256,0,"FP"
"94352",64,0,0,256,0,"FP"
"94353",64,0,0,256,0,"FP"
"94354",64,0,0,256,0,"FP"
"94355",64,0,0,256,0,"FP"
"94356",64,256,256,256,0,"FP"
"94364",64,256,0,256,0,"FP"
"94369",64,256,0,256,0,"FP"
"94376",64,256,0,256,0,"FP"
"94377",64,0,0,256,0,"FP"
"95456",16,256,0,256,0,"FP"
"95457",16,256,256,256,0,"FP"
"95458",16,256,0,256,0,"FP"
"95459",16,256,256,256,0,"FP"
"95460",16,256,0,256,0,"FP"
"95461",16,256,256,256,0,"FP"
"95462",16,256,0,256,0,"FP"
"95463",16,256,256,256,0,"FP"
"95464",16,256,0,256,0,"FP"
"95465",16,256,256,256,0,"FP"
"95466",16,256,0,256,0,"FP"
"95467",16,256,0,256,0,"FP"
"95468",16,256,0,256,0,"FP"
"95469",16,256,0,256,0,"FP"
"95470",16,256,0,256,0,"FP"
"95471",16,256,0,256,0,"FP"
"95472",16,256,0,256,0,"FP"
"95473",16,256,0,256,0,"FP"
"95474",16,0,0,256,0,"FP"
"95475",16,0,0,256,0,"FP"
"95476",16,256,256,256,0,"FP"
"95477",16,256,256,256,0,"FP"
"95478",16,256,256,256,0,"FP"
"95479",16,256,0,256,0,"FP"
"95480",16,256,0,256,0,"FP"
"95481",16,256,0,256,0,"FP"
"95482",16,256,0,256,0,"FP"
"95483",16,256,256,256,0,"FP"
"95484",16,256,0,256,0,"FP"
"95485",16,256,256,256,0,"FP"
"95486",16,256,0,256,0,"FP"
"95487",16,256,0,256,0,"FP"
"95488",16,256,256,256,0,"FP"
"95489",16,256,0,256,0,"FP"
"95490",16,256,0,256,0,"FP"
"95491",16,256,256,256,0,"FP"
"95492",16,256,256,256,0,"FP"
"95493",16,256,0,256,0,"FP"
"95494",16,256,0,256,0,"FP"
"95495",16,256,0,256,0,"FP"
"96370",16,256,0,256,0,"FP"
"96371",16,256,0,256,0,"FP"
"96372",16,128,0,256,0,"FP"
"96373",16,256,0,256,0,"FP"
"96374",16,128,0,256,0,"FP"
"96375",16,256,0,256,0,"FP"
"96376",16,0,0,256,0,"FP"
"96377",16,256,0,256,0,"FP"
"96378",16,0,0,256,0,"FP"
"96379",16,256,0,256,0,"FP"
"96380",16,0,0,256,0,"FP"
"96381",16,0,0,256,0,"FP"
"96382",16,128,0,256,0,"FP"
"96383",16,0,0,256,0,"FP"
"96384",16,0,0,256,0,"FP"
"96385",16,256,256,256,0,"FP"
"96386",16,0,0,256,0,"FP"
"96387",16,128,0,256,0,"FP"
"96388",16,0,0,256,0,"FP"
"96389",16,0,0,256,0,"FP"
"96390",16,256,0,256,0,"FP"
"96391",16,0,0,256,0,"FP"
"96392",16,256,0,256,0,"FP"
"96393",16,0,0,256,0,"FP"
"96394",16,256,0,256,0,"FP"
"96395",16,128,0,256,0,"FP"
"96396",16,256,0,256,0,"FP"
"96397",16,256,0,256,0,"FP"
"96398",16,256,0,256,0,"FP"
"96399",16,128,0,256,0,"FP"
"96400",16,0,0,256,0,"FP"
"96401",16,256,0,256,0,"FP"
"96402",16,256,0,256,0,"FP"
"96403",16,256,0,256,0,"FP"
"96404",16,0,0,256,0,"FP"
"96405",16,256,0,256,0,"FP"
"96406",16,256,0,256,0,"FP"
"96407",16,256,0,256,0,"FP"
"96408",16,256,0,256,0,"FP"
"96409",16,0,0,256,0,"FP"
"97061",1,256,256,256,78472.1015625,"SS"
"97062",1,256,256,256,80077.046875,"SS"
"97063",1,256,256,256,80877.8046875,"SS"
"97064",1,256,256,256,86767.140625,"SS"
"97065",1,256,256,256,94955.3046875,"SS"
"97066",1,256,256,256,90917.9296875,"SS"
"97067",1,256,256,256,96454.09375,"SS"
"97068",1,256,256,256,94758.4375,"SS"
"97069",1,256,256,256,93266.6171875,"SS"
"97070",1,256,256,256,105273.484375,"SS"
"97071",1,256,256,256,98897.7578125,"SS"
"97072",1,256,256,256,105768.703125,"SS"
"97073",1,256,256,256,110757.515625,"SS"
"97074",1,256,256,256,105267.8125,"SS"
"97075",1,256,256,256,100000.125,"SS"
"97076",1,256,256,256,114562.375,"SS"
"97077",1,256,256,256,114151.984375,"SS"
"97078",1,256,256,256,121825.0390625,"SS"
"97079",1,256,256,256,113677.671875,"SS"
"97080",1,256,256,256,129139.2265625,"SS"
"97081",1,256,256,256,128695.90625,"SS"
"97082",1,256,256,256,127781.0078125,"SS"
"97083",1,256,256,256,130745.65625,"SS"
"97084",1,256,256,256,125680.21875,"SS"
"97085",1,256,256,256,140340.609375,"SS"
"97086",1,256,256,256,133527.078125,"SS"
"97087",1,256,256,256,136777.375,"SS"
"97088",1,256,256,256,135478.75,"SS"
"97089",1,256,256,256,134472.703125,"SS"
"97090",1,256,256,256,128438.5546875,"SS"
"97091",1,256,256,256,129531.3203125,"SS"
"97092",1,256,256,256,139509.171875,"SS"
"97093",1,256,256,256,130541.109375,"SS"
"97094",1,256,256,256,130788.8984375,"SS"
"97095",1,256,256,256,134372.375,"SS"
"97096",1,256,256,256,134424.875,"SS"
"97097",1,256,256,256,149134.9375,"SS"
"97098",1,256,256,256,150559.53125,"SS"
"97099",1,256,256,256,139049.328125,"SS"
"97100",1,256,256,256,144666.1875,"SS"
"97160",1,256,256,256,388435.5625,"SS"
"97161",1,256,256,256,335465.40625,"SS"
"97162",1,256,256,256,364056.3125,"SS"
"97163",1,256,256,256,358789.15625,"SS"
"97164",1,256,256,256,359912.96875,"SS"
"97165",1,256,256,256,365578.3125,"SS"
"97166",1,256,256,256,379687,"SS"
"97167",1,256,256,256,354690.59375,"SS"
"97168",1,256,256,256,388782.8125,"SS"
"97169",1,256,256,256,316551.125,"SS"
"97170",1,256,256,256,391866.9375,"SS"
"97171",1,256,256,256,379418.9375,"SS"
"97172",1,256,256,256,319367,"SS"
"97173",1,256,256,256,399394.09375,"SS"
"97174",1,256,256,256,366786.28125,"SS"
"97175",1,256,256,256,376346.8125,"SS"
"97176",1,256,256,256,385903.90625,"SS"
"97177",1,256,256,256,327632.625,"SS"
"97178",1,256,256,256,357261.15625,"SS"
"97179",1,256,256,256,338914.21875,"SS"
"97180",1,256,256,256,378447.9375,"SS"
"97181",1,256,256,256,400277.65625,"SS"
"97182",1,256,256,256,348705.75,"SS"
"97183",1,256,256,256,348598.53125,"SS"
"97184",1,256,256,256,373609.875,"SS"
"97185",1,256,256,256,380273.21875,"SS"
"97186",1,256,256,256,374380.625,"SS"
"97187",1,256,256,256,386110.9375,"SS"
"97188",1,256,256,256,346937.625,"SS"
"97189",1,256,256,256,377752.9375,"SS"
"97190",1,256,256,256,362423.21875,"SS"
"97191",1,256,256,256,397481.1875,"SS"
"97192",1,256,256,256,347966,"SS"
"97193",1,256,256,256,340758.28125,"SS"
"97194",1,256,256,256,381392.875,"SS"
"97195",1,256,256,256,367864.0625,"SS"
"97196",1,256,256,256,372063.3125,"SS"
"97197",1,256,256,256,404400.5,"SS"
"97198",1,256,256,256,390310.5,"SS"
"97287",128,32,32,32,0,"FP"
"97288",128,32,32,32,0,"FP"
"97289",128,32,32,32,0,"FP"
"97290",128,32,32,32,0,"FP"
"97291",128,32,32,32,0,"FP"
"97292",128,32,32,32,0,"FP"
"97293",128,32,32,32,0,"FP"
"97294",128,32,32,32,0,"FP"
"97295",128,32,32,32,0,"FP"
"97296",128,32,32,32,0,"FP"
"97297",128,32,32,32,0,"FP"
"97298",128,32,32,32,0,"FP"
"97299",128,32,32,32,0,"FP"
"97300",128,32,32,32,0,"FP"
"97301",128,32,32,32,0,"FP"
"97302",128,32,32,32,0,"FP"
"97303",128,32,32,32,0,"FP"
"97304",128,32,32,32,0,"FP"
"97305",128,32,32,32,0,"FP"
"97306",128,32,32,32,0,"FP"
"97307",128,32,32,32,0,"FP"
"97308",128,32,32,32,0,"FP"
"97309",128,32,32,32,0,"FP"
"97310",128,32,32,32,0,"FP"
"97311",128,32,32,32,0,"FP"
"97312",128,32,32,32,0,"FP"
"97313",128,32,32,32,0,"FP"
"97314",128,32,32,32,0,"FP"
"97315",128,32,32,32,0,"FP"
"97316",128,32,32,32,0,"FP"
"97317",128,32,32,32,0,"FP"
"97318",128,32,32,32,0,"FP"
"97319",128,32,32,32,0,"FP"
"97320",128,32,32,32,0,"FP"
"97321",128,32,32,32,0,"FP"
"97322",128,32,32,32,0,"FP"
"97323",128,32,32,32,0,"FP"
"97324",128,32,32,32,0,"FP"
"97325",128,32,32,32,0,"FP"
"98038",128,32,0,32,0,"FP"
"98039",128,32,0,32,0,"FP"
"98040",128,32,32,32,0,"FP"
"98041",128,32,0,32,0,"FP"
"98042",128,32,0,32,0,"FP"
"98043",128,32,0,32,0,"FP"
"98044",128,32,0,32,0,"FP"
"98045",128,32,0,32,0,"FP"
"98046",128,32,0,32,0,"FP"
"98047",128,32,0,32,0,"FP"
"98048",128,32,0,32,0,"FP"
"98049",128,32,0,32,0,"FP"
"98050",128,32,0,32,0,"FP"
"98051",128,32,0,32,0,"FP"
"98052",128,32,0,32,0,"FP"
"98053",128,0,0,32,0,"FP"
"98054",128,0,0,32,0,"FP"
"98055",94,32,32,32,0,"FP"
"98056",128,32,0,32,0,"FP"
"98057",128,0,0,32,0,"FP"
"98058",128,32,0,32,0,"FP"
"98059",128,0,0,32,0,"FP"
"98060",128,0,0,32,0,"FP"
"98061",128,0,0,32,0,"FP"
"98062",128,0,0,32,0,"FP"
"98063",128,32,0,32,0,"FP"
"98064",128,32,0,32,0,"FP"
"98065",128,32,0,32,0,"FP"
"98066",128,32,0,32,0,"FP"
"98067",128,32,0,32,0,"FP"
"98068",128,32,0,32,0,"FP"
"98069",128,0,0,32,0,"FP"
"98070",128,32,0,32,0,"FP"
"98071",128,32,0,32,0,"FP"
"98072",128,32,0,32,0,"FP"
"98073",128,32,0,32,0,"FP"
"98074",128,32,0,32,0,"FP"
"98075",128,32,0,32,0,"FP"
"98076",128,32,0,32,0,"FP"
"98793",256,0,0,256,0,"FP"
"98794",256,0,0,256,0,"FP"
"98795",256,256,0,256,0,"FP"
"98796",256,0,0,256,0,"FP"
"98797",256,256,0,256,0,"FP"
"98798",256,0,0,256,0,"FP"
"98799",256,0,0,256,0,"FP"
"98800",256,0,0,256,0,"FP"
"98801",256,256,0,256,0,"FP"
"98802",256,0,0,256,0,"FP"
"98803",256,0,0,256,0,"FP"
"98804",256,0,0,256,0,"FP"
"98805",256,0,0,256,0,"FP"
"98806",256,0,0,256,0,"FP"
"98807",256,0,0,256,0,"FP"
"98808",256,0,0,256,0,"FP"
"98809",256,0,0,256,0,"FP"
"98810",256,256,0,256,0,"FP"
"98811",256,0,0,256,0,"FP"
"98812",256,256,0,256,0,"FP"
"98813",256,256,0,256,0,"FP"
"98814",256,0,0,256,0,"FP"
"98815",256,256,0,256,0,"FP"
"98816",256,0,0,256,0,"FP"
"98817",256,256,0,256,0,"FP"
"98818",256,256,0,256,0,"FP"
"98819",256,256,0,256,0,"FP"
"98820",256,256,0,256,0,"FP"
"98821",256,256,0,256,0,"FP"
"98822",256,256,0,256,0,"FP"
"98823",256,0,0,256,0,"FP"
"98824",256,0,0,256,0,"FP"
"98825",256,256,0,256,0,"FP"
"98826",256,256,0,256,0,"FP"
"98827",256,0,0,256,0,"FP"
"98828",256,256,0,256,0,"FP"
"98829",256,256,0,256,0,"FP"
"98830",256,256,0,256,0,"FP"
"98831",256,0,0,256,0,"FP"
"98832",256,0,0,256,0,"FP"
"99105",256,0,0,256,0,"FP"
"99107",256,0,0,256,0,"FP"
"99109",256,0,0,256,0,"FP"
"99113",256,0,0,256,0,"FP"
"99114",256,0,0,256,0,"FP"
"99115",256,0,0,256,0,"FP"
"99116",256,0,0,256,0,"FP"
"99118",256,0,0,256,0,"FP"
"99120",256,0,0,256,0,"FP"
"99121",55,256,256,256,0,"FP"
"99122",75,0,0,256,0,"FP"
"99123",96,0,0,256,0,"FP"
"99124",100,0,0,256,0,"FP"
"99126",140,0,0,256,0,"FP"
"99128",185,0,0,256,0,"FP"
"99132",226,0,0,256,0,"FP"
"99134",256,0,0,256,0,"FP"
"99135",256,0,0,256,0,"FP"
"99137",256,0,0,256,0,"FP"
"99138",256,0,0,256,0,"FP"
"99481",32,32,32,32,0,"FP"
"99482",32,32,32,32,0,"FP"
"99483",32,32,32,32,0,"FP"
"99484",32,32,32,32,0,"FP"
"99485",32,32,32,32,0,"FP"
"99486",32,32,32,32,0,"FP"
"99487",32,32,32,32,0,"FP"
"99488",32,32,32,32,0,"FP"
"99489",32,32,32,32,0,"FP"
"99490",32,32,32,32,0,"FP"
"99491",32,32,32,32,0,"FP"
"99492",32,32,32,32,0,"FP"
"99493",32,32,32,32,0,"FP"
"99494",32,32,32,32,0,"FP"
"99495",32,32,32,32,0,"FP"
"99496",32,32,32,32,0,"FP"
"99497",32,32,32,32,0,"FP"
"99498",32,32,32,32,0,"FP"
"99499",32,32,32,32,0,"FP"
"99500",32,32,32,32,0,"FP"
"99501",32,32,0,32,0,"FP"
"99502",32,32,0,32,0,"FP"
"99503",32,32,32,32,0,"FP"
"99504",32,32,32,32,0,"FP"
"99505",32,32,32,32,0,"FP"
"99506",32,32,32,32,0,"FP"
"99507",32,32,32,32,0,"FP"
"99508",32,32,32,32,0,"FP"
"99509",32,32,32,32,0,"FP"
"99510",32,32,32,32,0,"FP"
"99511",32,32,32,32,0,"FP"
"99512",32,32,32,32,0,"FP"
"99513",32,32,32,32,0,"FP"
"99514",32,32,32,32,0,"FP"
"99515",32,32,32,32,0,"FP"
"99516",32,32,32,32,0,"FP"
"99517",32,32,32,32,0,"FP"
"99518",32,32,32,32,0,"FP"
"99519",32,32,32,32,0,"FP"
"100474",32,32,32,32,0,"FP"
"100475",32,32,32,32,0,"FP"
"100476",32,32,32,32,0,"FP"
"100477",32,32,32,32,0,"FP"
"100478",32,32,32,32,0,"FP"
"100479",32,32,32,32,0,"FP"
"100480",32,32,32,32,0,"FP"
"100481",32,32,32,32,0,"FP"
"100482",32,32,0,32,0,"FP"
"100483",32,32,0,32,0,"FP"
"100484",32,32,0,32,0,"FP"
"100485",32,32,0,32,0,"FP"
"100486",32,32,0,32,0,"FP"
"100487",32,32,0,32,0,"FP"
"100488",32,32,0,32,0,"FP"
"100489",32,0,0,32,0,"FP"
"100490",32,0,0,32,0,"FP"
"100491",32,32,32,32,0,"FP"
"100492",32,32,0,32,0,"FP"
"100493",32,32,0,32,0,"FP"
"100494",32,32,32,32,0,"FP"
"100495",32,32,0,32,0,"FP"
"100496",32,32,0,32,0,"FP"
"100497",32,32,32,32,0,"FP"
"100498",32,32,32,32,0,"FP"
"100499",32,32,0,32,0,"FP"
"100500",32,32,0,32,0,"FP"
"100501",32,32,32,32,0,"FP"
"100502",32,32,32,32,0,"FP"
"100503",32,32,32,32,0,"FP"
"100504",32,32,32,32,0,"FP"
"100505",32,32,0,32,0,"FP"
"100506",32,32,0,32,0,"FP"
"100507",32,32,32,32,0,"FP"
"100508",32,32,32,32,0,"FP"
"100509",32,32,32,32,0,"FP"
"100510",32,32,0,32,0,"FP"
"100511",32,32,0,32,0,"FP"
"100512",32,32,32,32,0,"FP"
"100513",32,32,32,32,0,"FP"
"101398",1,256,256,256,241232.1875,"SS"
"101399",1,256,256,256,253855.328125,"SS"
"101400",1,256,256,256,248826.828125,"SS"
"101401",1,256,256,256,267140.84375,"SS"
"101402",1,256,256,256,205568.015625,"SS"
"101403",1,256,256,256,222040.171875,"SS"
"101404",1,256,256,256,224138.046875,"SS"
"101405",1,256,256,256,256560.6875,"SS"
"101406",1,256,256,256,264448.03125,"SS"
"101407",1,256,256,256,242764.265625,"SS"
"101408",1,256,256,256,272802.25,"SS"
"101409",1,256,256,256,260385.59375,"SS"
"101410",1,256,256,256,214393.921875,"SS"
"101411",1,256,256,256,203394.640625,"SS"
"101412",1,256,256,256,209408.015625,"SS"
"101413",1,256,256,256,175523.5625,"SS"
"101414",1,256,256,256,174217.0625,"SS"
"101415",1,256,256,256,142943.53125,"SS"
"101416",1,256,256,256,104118.859375,"SS"
"101417",1,256,256,256,23318.255859375,"SS"
"101418",1,256,256,256,22344.8984375,"SS"
"101419",1,256,256,256,27937.39453125,"SS"
"101420",1,256,256,256,61813.33203125,"SS"
"101421",1,256,256,256,73067.484375,"SS"
"101422",1,256,256,256,65716.1484375,"SS"
"101423",1,256,256,256,79654.7265625,"SS"
"101424",1,256,256,256,78068.1015625,"SS"
"101425",1,256,256,256,90924.8046875,"SS"
"101426",1,256,256,256,103259.65625,"SS"
"101427",1,256,256,256,86401.9765625,"SS"
"101428",1,256,256,256,101121.5234375,"SS"
"101429",1,256,256,256,119529.84375,"SS"
"101430",1,256,256,256,148396.421875,"SS"
"101431",1,256,256,256,158564.9375,"SS"
"101432",1,256,256,256,138312.046875,"SS"
"101433",1,256,256,256,171197.21875,"SS"
"101434",1,256,256,256,164350.28125,"SS"
"101435",1,256,256,256,165151.359375,"SS"
"101436",1,256,256,256,172698.046875,"SS"
"101577",1,256,256,256,291214.21875,"SS"
"101578",1,256,256,256,354993.71875,"SS"
"101579",1,256,256,256,353968.75,"SS"
"101580",1,256,256,256,346742.375,"SS"
"101581",1,256,256,256,334820.9375,"SS"
"101582",1,256,256,256,384791.25,"SS"
"101583",1,256,256,256,359498.125,"SS"
"101584",1,256,256,256,308806.5,"SS"
"101585",1,256,256,256,295099.34375,"SS"
"101586",1,256,256,256,330799.84375,"SS"
"101587",1,256,256,256,300175.96875,"SS"
"101588",1,256,256,256,262200.34375,"SS"
"101589",1,256,256,256,333880.25,"SS"
"101590",1,256,256,256,280227.8125,"SS"
"101591",1,256,256,256,312704,"SS"
"101592",1,256,256,256,297573.625,"SS"
"101593",1,256,256,256,245319.4375,"SS"
"101594",1,256,256,256,244700.265625,"SS"
"101595",1,256,256,256,220255.1875,"SS"
"101596",1,256,256,256,179416.828125,"SS"
"101597",1,256,256,256,155659.140625,"SS"
"101598",1,256,256,256,138846.3125,"SS"
"101599",1,256,256,256,29653.3359375,"SS"
"101600",1,256,256,256,39416.69140625,"SS"
"101601",1,256,256,256,61134.65234375,"SS"
"101602",1,256,256,256,135780.84375,"SS"
"101603",1,256,256,256,184140.359375,"SS"
"101604",1,256,256,256,241541.5625,"SS"
"101605",1,256,256,256,264506.125,"SS"
"101606",1,256,256,256,242378.15625,"SS"
"101607",1,256,256,256,162754.671875,"SS"
"101608",1,256,256,256,179302.40625,"SS"
"101609",1,256,256,256,330946.34375,"SS"
"101610",1,256,256,256,266953.46875,"SS"
"101611",1,256,256,256,276201.21875,"SS"
"101612",1,256,256,256,340132.53125,"SS"
"101613",1,256,256,256,388081.1875,"SS"
"101614",1,256,256,256,307545.21875,"SS"
"101615",1,256,256,256,402475.75,"SS"
"101824",1,256,256,256,309531.1875,"SS"
"101825",1,256,256,256,443552,"SS"
"101826",1,256,256,256,325729.34375,"SS"
"101827",1,256,256,256,395534.65625,"SS"
"101828",1,256,256,256,388515.53125,"SS"
"101829",1,256,256,256,402773.40625,"SS"
"101830",1,256,256,256,407741.34375,"SS"
"101831",1,256,256,256,454665.8125,"SS"
"101832",1,256,256,256,494513.28125,"SS"
"101833",1,256,256,256,373966.5,"SS"
"101834",1,256,256,256,451913.75,"SS"
"101835",1,256,256,256,411780.40625,"SS"
"101836",1,256,256,256,369964.40625,"SS"
"101837",1,256,256,256,424221.3125,"SS"
"101838",1,256,256,256,347240.5625,"SS"
"101839",1,256,256,256,390301.03125,"SS"
"101840",1,256,256,256,328770.25,"SS"
"101841",1,256,256,256,300062.46875,"SS"
"101842",1,256,256,256,214202.21875,"SS"
"101843",1,256,256,256,86186.6640625,"SS"
"101844",1,256,256,256,43476.6484375,"SS"
"101845",1,256,256,256,49858.64453125,"SS"
"101846",1,256,256,256,50546.16015625,"SS"
"101847",1,256,256,256,79108.75,"SS"
"101848",1,256,256,256,106901.796875,"SS"
"101849",1,256,256,256,118370.4453125,"SS"
"101850",1,256,256,256,140788.890625,"SS"
"101851",1,256,256,256,143087.65625,"SS"
"101852",1,256,256,256,175155.953125,"SS"
"101853",1,256,256,256,210586.40625,"SS"
"101854",1,256,256,256,172686.234375,"SS"
"101855",1,256,256,256,227097.265625,"SS"
"101856",1,256,256,256,199794.609375,"SS"
"101857",1,256,256,256,170410.640625,"SS"
"101858",1,256,256,256,224447.34375,"SS"
"101859",1,256,256,256,221847.875,"SS"
"101860",1,256,256,256,249649.328125,"SS"
"101861",1,256,256,256,258313.015625,"SS"
"101862",1,256,256,256,241079.78125,"SS"
"101863",1,256,256,256,298502.4375,"SS"
"102181",1,256,256,256,369267.46875,"SS"
"102182",1,256,256,256,374120.28125,"SS"
"102183",1,256,256,256,598698.6875,"SS"
"102184",1,256,256,256,365634.34375,"SS"
"102185",1,256,256,256,295720.125,"SS"
"102186",1,256,256,256,380544.03125,"SS"
"102187",1,256,256,256,271791.59375,"SS"
"102188",1,256,256,256,225328.765625,"SS"
"102189",1,256,256,256,288012.8125,"SS"
"102190",1,256,256,256,231390.609375,"SS"
"102191",1,256,256,256,313693.03125,"SS"
"102192",1,256,256,256,160694.859375,"SS"
"102193",1,256,256,256,246372.1875,"SS"
"102194",1,256,256,256,208906.65625,"SS"
"102195",1,256,256,256,211410.828125,"SS"
"102196",1,256,256,256,126070.140625,"SS"
"102197",1,256,256,256,141403.421875,"SS"
"102198",1,256,256,256,121774.0859375,"SS"
"102199",1,256,256,256,199423.984375,"SS"
"102200",1,256,256,256,298010.25,"SS"
"102201",1,256,256,256,546714.875,"SS"
"102202",1,256,256,256,602496,"SS"
"102203",1,256,256,256,731652.375,"SS"
"102204",1,256,256,256,615338.75,"SS"
"102205",1,256,256,256,861052.75,"SS"
"102206",1,256,256,256,293376,"SS"
"102207",1,256,256,256,530887.1875,"SS"
"102208",1,256,256,256,285582.21875,"SS"
"102209",1,256,256,256,240060.21875,"SS"
"102210",1,256,256,256,390854.40625,"SS"
"102211",1,256,256,256,536967.9375,"SS"
"102212",1,256,256,256,437930.6875,"SS"
"102213",1,256,256,256,502769.21875,"SS"
"102214",1,256,256,256,571238.375,"SS"
"102215",1,256,256,256,665975.5,"SS"
"102216",1,256,256,256,664994.875,"SS"
"102217",1,256,256,256,334870.59375,"SS"
"102218",1,256,256,256,832853.4375,"SS"
"102219",1,256,256,256,560269.25,"SS"
"102220",1,256,256,256,708362.6875,"SS"
"102690",32,256,0,256,0,"FP"
"102691",32,256,0,256,0,"FP"
"102692",32,256,0,256,0,"FP"
"102693",32,256,0,256,0,"FP"
"102694",32,256,0,256,0,"FP"
"102695",32,256,0,256,0,"FP"
"102696",32,256,0,256,0,"FP"
"102697",32,256,0,256,0,"FP"
"102698",32,256,0,256,0,"FP"
"102699",32,256,0,256,0,"FP"
"102700",32,256,0,256,0,"FP"
"102701",32,256,0,256,0,"FP"
"102702",32,256,0,256,0,"FP"
"102703",32,256,0,256,0,"FP"
"102704",32,128,0,256,0,"FP"
"102705",32,256,0,256,0,"FP"
"102706",32,0,0,256,0,"FP"
"102707",32,0,0,256,0,"FP"
"102708",32,0,0,256,0,"FP"
"102709",32,0,0,256,0,"FP"
"102710",32,256,256,256,0,"FP"
"102711",32,128,0,256,0,"FP"
"102712",32,256,0,256,0,"FP"
"102713",32,256,0,256,0,"FP"
"102714",32,256,0,256,0,"FP"
"102715",32,256,0,256,0,"FP"
"102716",32,256,0,256,0,"FP"
"102717",32,256,0,256,0,"FP"
"102718",32,256,0,256,0,"FP"
"102719",32,256,0,256,0,"FP"
"102720",32,256,0,256,0,"FP"
"102721",32,256,0,256,0,"FP"
"102722",32,256,0,256,0,"FP"
"102723",32,256,0,256,0,"FP"
"102724",32,256,0,256,0,"FP"
"102725",32,256,0,256,0,"FP"
"102726",32,256,0,256,0,"FP"
"102727",32,256,0,256,0,"FP"
"102728",32,256,0,256,0,"FP"
"103745",32,0,0,256,0,"FP"
"103746",32,0,0,256,0,"FP"
"103747",32,0,0,256,0,"FP"
"103748",32,0,0,256,0,"FP"
"103749",32,0,0,256,0,"FP"
"103750",32,0,0,256,0,"FP"
"103751",32,0,0,256,0,"FP"
"103752",32,0,0,256,0,"FP"
"103753",32,0,0,256,0,"FP"
"103754",32,0,0,256,0,"FP"
"103755",32,0,0,256,0,"FP"
"103756",32,0,0,256,0,"FP"
"103757",32,0,0,256,0,"FP"
"103758",32,0,0,256,0,"FP"
"103759",32,0,0,256,0,"FP"
"103760",32,0,0,256,0,"FP"
"103761",32,0,0,256,0,"FP"
"103765",32,256,0,256,0,"FP"
"103766",32,0,0,256,0,"FP"
"103767",32,0,0,256,0,"FP"
"103768",32,256,0,256,0,"FP"
"103770",32,0,0,256,0,"FP"
"103771",32,0,0,256,0,"FP"
"103772",32,128,0,256,0,"FP"
"103773",32,0,0,256,0,"FP"
"103774",32,256,0,256,0,"FP"
"103775",32,128,0,256,0,"FP"
"103776",32,0,0,256,0,"FP"
"103777",32,128,0,256,0,"FP"
"103778",32,0,0,256,0,"FP"
"103779",32,128,0,256,0,"FP"
"103781",32,256,0,256,0,"FP"
"103782",32,0,0,256,0,"FP"
"103783",32,256,0,256,0,"FP"
"103784",32,0,0,256,0,"FP"
"104650",1,256,256,256,422116.8125,"SS"
"104651",1,256,256,256,418656.78125,"SS"
"104652",1,256,256,256,380879.46875,"SS"
"104653",1,256,256,256,413351.6875,"SS"
"104654",1,256,256,256,365516.78125,"SS"
"104655",1,256,256,256,340223.96875,"SS"
"104656",1,256,256,256,263804.125,"SS"
"104657",1,256,256,256,278927.5,"SS"
"104658",1,256,256,256,308937.40625,"SS"
"104659",1,256,256,256,320809.53125,"SS"
"104660",1,256,256,256,313477.5625,"SS"
"104661",1,256,256,256,248015.96875,"SS"
"104662",1,256,256,256,254260.9375,"SS"
"104663",1,256,256,256,213006.625,"SS"
"104664",1,256,256,256,206095.984375,"SS"
"104665",1,256,256,256,228345.296875,"SS"
"104666",1,256,256,256,186357.34375,"SS"
"104667",1,256,256,256,123824.3828125,"SS"
"104668",1,256,256,256,23256.619140625,"SS"
"104669",1,256,256,256,37155.55078125,"SS"
"104670",1,256,256,256,53131.94140625,"SS"
"104671",1,256,256,256,74562.3671875,"SS"
"104672",1,256,256,256,62015.01953125,"SS"
"104673",1,256,256,256,106112.0078125,"SS"
"104674",1,256,256,256,123489.8671875,"SS"
"104675",1,256,256,256,141400.640625,"SS"
"104676",1,256,256,256,157388.796875,"SS"
"104677",1,256,256,256,144251.078125,"SS"
"104678",1,256,256,256,184096,"SS"
"104679",1,256,256,256,190847.984375,"SS"
"104680",1,256,256,256,230038.234375,"SS"
"104681",1,256,256,256,255404.96875,"SS"
"104682",1,256,256,256,229257.5625,"SS"
"104683",1,256,256,256,242278.40625,"SS"
"104684",1,256,256,256,308419.5625,"SS"
"104685",1,256,256,256,290394.9375,"SS"
"104686",1,256,256,256,285956.46875,"SS"
"104687",1,256,256,256,302677.3125,"SS"
"104688",1,256,256,256,286912.03125,"SS"
"104689",1,256,256,256,292021.46875,"SS"
"105007",1,256,256,256,413862.4375,"SS"
"105008",1,256,256,256,500608,"SS"
"105009",1,256,256,256,526699.375,"SS"
"105010",1,256,256,256,452172.84375,"SS"
"105011",1,256,256,256,488135.125,"SS"
"105012",1,256,256,256,465845.34375,"SS"
"105013",1,256,256,256,439625.1875,"SS"
"105014",1,256,256,256,378816,"SS"
"105015",1,256,256,256,346445.125,"SS"
"105016",1,256,256,256,358483.28125,"SS"
"105017",1,256,256,256,269928.3125,"SS"
"105018",1,256,256,256,296648.375,"SS"
"105019",1,256,256,256,246694.953125,"SS"
"105020",1,256,256,256,238208.046875,"SS"
"105021",1,256,256,256,203848,"SS"
"105022",1,256,256,256,191756.171875,"SS"
